AÃ±o,Estado,GINI,decil_1,decil_2,decil_3,decil_4,decil_5,decil_6,decil_7,decil_8,decil_9,decil_10,p1_Respuesta_1,p1_Respuesta_2,p1_Respuesta_3,p1_Respuesta_4,p1_Respuesta_5,p1_Respuesta_6,p10_Respuesta_1,p10_Respuesta_2,p10_Respuesta_3,p10_Respuesta_4,p11_Respuesta_1,p11_Respuesta_2,p11_Respuesta_3,p11_Respuesta_4,p11_Respuesta_5,p11_Respuesta_6,p12_Respuesta_1,p12_Respuesta_2,p12_Respuesta_3,p12_Respuesta_4,p12_Respuesta_5,p12_Respuesta_6,p12_Respuesta_7,p13_Respuesta_1,p13_Respuesta_2,p13_Respuesta_3,p13_Respuesta_4,p13_Respuesta_5,p13_Respuesta_6,p14_Respuesta_1,p14_Respuesta_2,p14_Respuesta_3,p14_Respuesta_4,p15_Respuesta_1,p15_Respuesta_2,p15_Respuesta_3,p15_Respuesta_4,p2_Respuesta_1,p2_Respuesta_2,p2_Respuesta_3,p2_Respuesta_4,p2_Respuesta_5,p2_Respuesta_6,p3_Respuesta_1,p3_Respuesta_2,p3_Respuesta_3,p3_Respuesta_4,p3_Respuesta_5,p3_Respuesta_6,p4_Respuesta_1,p4_Respuesta_2,p4_Respuesta_3,p4_Respuesta_4,p4_Respuesta_5,p4_Respuesta_6,p5_Respuesta_1,p5_Respuesta_2,p5_Respuesta_3,p5_Respuesta_4,p5_Respuesta_5,p5_Respuesta_6,p6_Respuesta_1,p6_Respuesta_2,p6_Respuesta_3,p6_Respuesta_4,p6_Respuesta_5,p6_Respuesta_6,p7_Respuesta_1,p7_Respuesta_2,p7_Respuesta_3,p7_Respuesta_4,p8_Respuesta_1,p8_Respuesta_2,p8_Respuesta_3,p8_Respuesta_4,p9_Respuesta_1,p9_Respuesta_2,p9_Respuesta_3,Percepcion_Economica_Personal_Positiva,Percepcion_Economica_Personal_Negativa,Percepcion_Naciona_Positiva,Percepcion_Nacional_Negativa,Consumo_Ahorro_Positivo,Consumo_Ahorro_Negativo,Incertidumbre_Economica_Personal,Incertidumbre_Economica_Nacional,Ingreso promedio total,estado_codigo,cvegeo
2018,Quintana roo,0.3702,12501.6417,20729.8672,27482.2651,34021.8717,40711.5225,48153.9665,57798.1113,71677.4576,92744.4392,151134.8673,2.9557,27.5246,48.2143,19.766,1.5394,,47.6601,52.3399,,,4.6182,45.4433,31.9581,16.8719,1.1084,,2.0936,14.2241,28.6946,28.202,1.7857,25.0,,22.1059,34.7291,29.1256,6.4039,7.6355,,24.9384,8.1897,66.8719,,28.9409,11.4532,59.6059,,9.1133,47.968,32.0197,8.8054,2.0936,,2.6478,30.4187,47.5985,17.6108,1.7241,,7.8818,51.4778,29.4335,10.0369,1.17,,0.3695,8.6823,32.697,54.4335,3.8177,,2.8941,43.6576,19.7044,22.4138,11.33,,32.5123,24.7537,42.734,,10.3448,37.0074,52.6478,,48.6453,51.3547,,28.1045,7.8433,19.9148,17.0028,27.4204,40.5612,,,55695.601,23,23
2018,San luis potosi,0.4211,8107.1467,14133.0407,19455.5684,24674.8472,30619.1263,37819.2805,47221.1694,58312.6158,75835.4423,145397.6469,0.7395,26.7349,50.6257,21.3311,0.5688,,39.3629,60.1251,0.2275,0.2844,2.3891,24.5165,66.4391,6.314,,0.3413,,1.7065,5.4039,26.9056,21.1604,44.653,0.1706,1.3083,36.0637,51.0239,11.3197,0.2844,,17.6337,10.9215,71.2742,0.1706,15.4152,15.529,68.8851,0.1706,3.7543,38.1115,36.405,20.0228,1.7065,,1.5358,28.0432,49.9431,20.4778,,,4.8919,37.2014,36.0068,20.1934,1.7065,,0.2844,8.4187,40.3299,48.1797,2.7873,,1.3652,26.5074,34.1297,30.2048,7.5085,0.2844,22.0137,41.1832,36.8032,,16.5529,43.2309,40.2162,,30.4323,67.4061,2.1615,26.1661,12.2867,18.7765,18.5438,26.5862,35.3242,0.6143,0.2275,46157.5884,24,24
2018,Sinaloa,0.4013,12544.3412,20177.7104,25755.6351,31212.3353,36973.6639,43364.2044,51480.3544,64101.9461,84579.3024,175674.1857,0.5084,22.4199,33.757,38.9934,4.3213,,27.7072,71.3777,,0.9151,0.6609,18.4545,57.9054,22.8266,0.1525,,,1.881,3.8129,10.727,29.9949,53.5841,,0.5084,10.2694,63.4977,25.1144,0.6101,,3.5587,15.9126,80.5287,,6.1007,5.8973,88.002,,2.1861,23.6401,52.9232,18.4545,2.7961,,1.0168,16.5735,51.1439,27.6055,3.6604,,1.8302,21.6065,61.6675,13.6756,1.2201,,,4.2705,19.2679,57.8546,18.607,,1.271,21.1998,43.0605,25.877,8.5918,,15.2517,38.3833,46.365,,5.5414,46.2633,48.1952,,41.7895,58.2105,,24.1061,13.8409,16.9039,22.1721,21.802,41.0714,,,54586.3679,25,25
2018,Sonora,0.4078,12093.2347,21059.3158,26983.936,33137.7622,39713.8685,47995.8663,57419.7135,72644.8348,97136.9982,187063.5383,2.7267,30.1719,47.0065,19.2057,0.8892,,38.8263,60.818,,0.3557,4.3272,32.4244,51.4523,11.7368,0.0593,,,0.652,14.1079,32.543,17.4867,35.2104,,1.8376,30.409,51.6894,13.4558,2.6082,,27.9787,9.5436,62.4778,,37.2258,8.358,54.4161,,6.8761,48.4884,30.2312,10.7291,3.6752,,1.6598,24.4221,64.8488,8.358,0.7113,,5.2756,48.7255,35.5661,10.3734,0.0593,,0.0593,6.1055,40.3082,51.0373,2.4896,,1.4819,37.6408,32.6023,22.703,5.572,,34.3213,27.4452,38.2336,,21.3989,38.8856,39.7155,,44.4576,55.5424,,28.8332,6.7501,19.7176,18.487,28.9727,33.6174,,,59524.9068,26,26
2018,Tabasco,0.4198,8144.2672,13282.8023,17073.1264,20809.8168,25318.2607,30719.4265,37025.4801,46777.6543,64897.6028,127218.3058,,4.8946,60.0272,30.9313,4.1468,,11.0129,88.7831,0.2039,,,5.9143,80.2175,11.0809,2.7872,,,1.6995,25.7648,12.9844,7.6818,51.8695,,1.8355,7.8858,45.0034,10.877,33.8545,0.5438,1.6315,1.2916,97.0768,,1.8355,0.8838,97.2808,,0.9517,16.4514,63.0184,15.7036,2.9912,0.8838,0.9517,4.2828,61.2508,30.8634,2.6513,,1.7675,18.1509,65.1258,10.1971,4.0109,0.7478,,0.3399,14.4799,54.9966,30.1835,,1.6995,23.9973,46.0911,18.4908,8.8375,0.8838,1.4956,26.9205,71.584,,0.3399,8.9735,90.6866,,12.6445,87.0836,0.2719,26.9884,12.6869,16.8797,22.2383,12.7634,64.1546,0.5269,0.7138,39126.6743,27,27
2018,Tamaulipas,0.4211,9922.9371,16503.3578,21349.0312,26284.727,31513.4966,38269.6571,45948.1707,57039.4646,74567.6191,163430.9314,0.2511,14.3754,34.0239,47.4576,3.892,,27.6836,71.6259,0.1883,0.5022,1.0044,36.7859,37.6648,23.2894,1.1927,0.0628,,5.3358,9.2906,43.1262,23.7288,18.2046,0.3139,1.5066,23.0383,34.9027,39.2969,1.2555,,2.5738,9.4162,88.01,,2.2599,10.7345,87.0056,,1.6949,45.1977,39.2969,12.4922,1.2555,0.0628,0.8161,20.7156,33.71,42.1846,2.5738,,4.2059,47.5832,35.4677,11.2994,1.381,0.0628,,6.4658,21.72,59.4476,12.3666,,2.511,35.9071,34.2122,22.5361,4.457,0.3766,9.8556,52.8562,37.2881,,4.3942,27.2442,68.3616,,18.0163,81.9837,,23.1115,15.317,17.489,25.7768,18.4992,46.5317,0.0942,0.3453,48482.9392,28,28
2018,Tlaxcala,0.3553,10286.3383,16743.4488,21142.6296,25026.2671,29387.6572,34332.2356,40611.5026,49042.3382,64663.7234,108546.1654,0.8244,13.1262,46.0368,33.0374,6.8484,0.1268,26.8231,71.655,,1.5219,0.4439,29.4864,40.6468,19.2137,5.3266,4.8827,0.6341,6.0875,21.2429,21.5599,10.5263,38.4274,1.5219,1.9658,20.6722,41.9784,15.4724,14.5212,5.39,7.7362,9.5117,82.3082,0.4439,17.1211,14.3944,67.4699,1.0146,1.8389,39.8859,18.0723,20.8624,6.0241,13.3164,0.6341,14.6481,49.1439,30.6912,4.8827,,1.1414,43.5637,26.4426,14.3944,6.4046,8.0533,,4.1852,25.9987,54.6607,14.4578,0.6975,0.3805,32.7838,20.4185,22.5111,12.6823,11.2238,16.6138,19.721,63.475,0.1902,9.3215,21.7502,68.7381,0.1902,18.1991,78.6303,3.1706,21.2799,15.3932,16.0316,20.799,17.8284,43.5426,3.4876,4.7083,39978.2306,29,29
2018,Veracruz de ignacio de la llave,0.405,6396.7763,10893.5558,14449.2318,18333.6691,22208.079,26696.8675,32195.7206,39747.0249,52812.0296,99393.3357,0.2125,12.0616,56.9075,30.2338,0.5845,,27.6302,72.3698,,,1.3815,24.8672,56.0043,17.2689,0.4251,0.0531,,2.1785,12.4336,31.2434,23.0606,31.084,,0.1594,23.2731,51.4346,23.6982,1.4346,,1.5409,4.5696,93.8895,,5.101,14.7715,80.1275,,3.8257,39.3199,38.1509,17.0032,1.5409,0.1594,0.0531,13.2837,58.0765,27.949,0.6376,,3.4006,39.1073,39.2667,17.1095,0.9564,0.1594,,1.9129,35.6536,54.8353,7.5983,,1.0096,38.4697,27.2582,28.2147,4.8353,0.2125,8.8735,38.3103,52.7099,0.1063,3.8257,30.2869,65.8874,,17.1626,82.678,0.1594,25.3055,12.0019,19.3783,21.865,18.025,55.0326,0.1275,0.2125,32312.629,30,30
2018,Yucatan,0.4173,10052.3447,16810.1326,22242.9359,26902.1245,32140.1573,38145.3396,45693.9562,57132.8414,76083.5317,163114.8682,0.8144,17.0448,62.1291,19.9535,0.0582,,27.7487,71.4951,0.2909,0.4654,0.2909,21.9895,62.7109,10.3549,0.1163,4.5375,,0.9889,7.6789,25.8871,8.0861,55.8464,1.5125,0.7563,19.3717,54.8575,16.7539,3.1995,5.0611,2.1524,9.4241,87.4346,0.9889,3.2577,13.2635,81.8499,1.6289,1.5707,37.8709,45.8406,7.5625,0.5236,6.6318,0.2909,16.0558,68.2373,15.0669,0.0582,0.2909,1.2798,37.8127,50.0873,7.2135,,3.6067,,3.5486,28.9703,66.2595,0.2909,0.9308,1.1053,24.6073,33.7405,20.0116,9.2496,11.2856,10.1803,56.8935,32.9261,,4.5375,40.954,53.4031,1.1053,18.8482,70.6225,10.5294,28.2529,7.2052,17.5625,18.7173,20.9424,36.4941,3.29,4.6975,48831.8232,31,31
2018,Zacatecas,0.3993,8192.4955,13798.3117,17787.1347,21735.4003,25862.3779,30820.1694,36745.4368,45694.5786,60681.5149,118071.6553,1.5436,14.9664,42.6846,33.4228,7.2483,0.1342,20.5369,78.0537,0.5369,0.8725,2.6846,24.4966,32.5503,25.5705,10.0,4.698,1.2752,2.8859,16.8456,27.7181,11.3423,35.9732,3.9597,6.6443,14.5638,42.4832,14.094,15.906,6.3087,6.8456,11.0067,82.0805,0.0671,9.5973,9.3289,81.0738,,6.5101,27.1141,35.5034,17.1141,6.5772,7.1812,1.6779,13.9597,48.3221,31.4094,4.1611,0.4698,5.9732,27.9195,35.302,15.906,6.0403,8.8591,1.2081,4.6309,23.7584,48.9262,20.3356,1.1409,2.8188,23.9597,23.557,26.0403,13.6913,9.9329,14.8993,19.9329,65.1678,,8.3893,21.6779,69.6644,0.2685,27.2483,70.1342,2.6174,21.7897,15.2349,13.7192,22.2567,16.0919,50.193,2.7591,5.3356,37938.9075,32,32
2020,Aguascalientes,0.3772,12962.6577,22018.0063,29029.7172,34936.6154,41695.3377,49388.4875,59041.3949,72230.9244,94279.0895,166477.281,1.244,5.8742,46.0263,43.8839,2.9717,,9.0532,89.9793,,0.9675,,8.0166,26.745,64.962,0.2764,,,,0.3455,22.944,2.3497,74.3607,,0.4838,15.4112,26.5377,38.2861,19.2813,,4.2847,2.6261,93.0891,,3.179,2.4188,94.4022,,,36.5584,37.3877,26.0539,,,0.2764,7.8784,59.2951,32.1355,0.4147,,0.2764,42.1562,32.8265,24.3953,0.3455,,,1.5204,7.5328,83.8977,7.0491,,,8.8459,23.4278,52.0387,15.6876,,7.8784,20.6634,71.4582,,,9.8134,90.1866,,8.0166,91.9834,,24.5272,18.6001,10.5131,30.1918,9.3359,62.8628,,,58205.9512,1,01
2020,Baja california,0.3864,14714.8463,25028.0661,32270.7943,39374.8157,46549.5243,54450.3783,64926.5515,79546.1878,103527.56,200259.1786,0.4713,13.4779,57.5872,27.05,1.4138,,36.3808,59.9434,0.2828,3.393,1.6965,25.5419,62.771,7.8228,1.131,1.0368,,1.9793,15.8341,39.6795,20.4524,21.6777,0.377,5.7493,36.6635,35.9095,15.1744,4.524,1.9793,6.9746,10.5561,82.4694,,17.8134,11.4043,70.7823,,0.754,41.4703,37.8888,15.3629,0.754,3.77,0.1885,16.2111,56.8332,26.0132,0.1885,0.5655,1.2253,48.7276,36.3808,7.9171,0.5655,5.1838,2.639,17.0594,35.8153,42.2243,1.4138,0.8483,3.016,39.0198,34.967,18.0961,1.2253,3.6758,15.8341,33.2705,50.8011,0.0943,9.2366,36.7578,53.9114,0.0943,26.2017,71.3478,2.4505,25.9347,9.9081,20.7866,17.8487,22.6492,41.3525,1.6847,1.7201,66064.7903,2,02
2020,Baja california sur,0.385,13468.4219,24115.546,31058.5482,37899.4408,45096.4321,53273.474,64300.0073,79123.5914,102782.1575,187945.805,0.6098,7.561,60.0,30.9756,0.8537,,34.5122,65.4878,,,0.4878,31.5854,65.7317,2.1951,,,,0.6098,12.3171,40.122,14.7561,32.1951,,0.4878,25.0,42.0732,28.1707,4.2683,,6.9512,12.8049,79.3902,0.8537,7.6829,29.0244,63.2927,,0.9756,30.0,42.3171,25.4878,1.2195,,0.6098,3.2927,65.4878,30.0,0.6098,,0.4878,19.3902,50.4878,27.8049,1.8293,,,2.8049,26.0976,53.6585,16.4634,0.9756,0.2439,21.7073,30.6098,33.0488,14.1463,0.2439,14.2683,67.9268,17.8049,,2.439,60.0,37.561,,15.6098,84.0244,0.3659,23.435,14.8476,16.1951,25.5793,26.848,47.7439,0.6098,0.6098,63906.3424,3,03
2020,Campeche,0.4304,8791.3103,15067.6631,19878.8377,24403.2814,29852.2024,36423.7231,44506.062,57487.3628,79720.49,154347.4035,1.6073,23.3065,40.8726,30.1952,4.0184,,26.5212,73.3639,,0.1148,1.4925,37.5431,41.5614,16.8772,2.1814,0.3444,0.8037,5.8553,15.9587,48.9093,6.8886,21.3548,0.2296,2.8703,34.3284,24.7991,28.0138,9.4145,0.5741,10.2181,7.1183,82.6636,,19.8622,13.0884,67.0494,,8.1515,39.8393,32.8358,15.3846,2.7555,1.0333,1.3777,24.4546,49.0241,24.225,0.9185,,5.3961,40.7577,39.2652,12.8588,0.9185,0.8037,1.837,14.9254,26.1768,50.9759,6.085,,3.3295,33.4099,29.0471,27.4397,6.4294,0.3444,26.9805,19.977,53.0425,,6.659,25.6028,67.7382,,25.1435,74.6269,0.2296,25.5741,11.4093,16.1117,23.0195,20.136,46.3261,0.6028,0.3827,47047.8336,4,04
2020,Chiapas,0.4106,6855.0491,10177.4717,12977.9949,15854.6724,19190.4312,22730.0309,27618.4888,34150.1869,46534.3829,94184.9934,1.6393,16.3024,34.2441,43.3515,4.4627,,27.9599,71.6758,,0.3643,1.5483,35.2459,39.6175,21.3115,0.9107,1.3661,,2.8233,21.7668,22.4954,20.5829,32.1494,0.1821,3.1876,20.4007,40.7104,13.2969,21.6758,0.7286,12.8415,1.3661,85.7923,,16.0291,4.7359,79.235,,2.9144,36.3388,31.694,25.7741,2.5501,0.7286,1.8215,20.0364,39.5264,35.0638,3.5519,,4.3716,34.9727,36.4299,20.9472,2.5501,0.7286,1.4572,11.02,20.674,62.1129,4.7359,,3.0965,34.8816,31.1475,25.2277,4.3716,1.275,11.9308,39.7086,48.3607,,2.9144,41.9854,55.1002,,25.1366,74.4991,0.3643,21.691,17.2814,17.3787,21.8124,20.0785,44.7518,0.7969,0.7286,29027.3702,7,07
2020,Chihuahua,0.4111,11717.7768,20748.9291,27013.9162,33221.6272,39754.487,46923.6452,56546.1854,69851.9365,92012.8794,192123.9584,0.9646,14.2551,53.9121,26.5809,4.2872,,32.1543,67.8457,,,3.0011,29.2605,36.4416,28.1886,2.358,0.7503,,2.6795,10.5038,35.0482,6.538,45.2304,,0.2144,24.866,25.0804,42.8725,5.4662,1.5005,18.5423,,81.1361,0.3215,25.7235,1.3934,72.6688,0.2144,3.537,35.5841,31.6184,21.329,3.9657,3.9657,2.4652,18.5423,49.6249,23.2583,5.4662,0.6431,6.538,34.5123,35.0482,18.4352,3.0011,2.4652,0.6431,12.0043,29.0461,49.6249,8.5745,0.1072,2.7867,29.582,23.1511,29.6892,12.3258,2.4652,21.9721,25.1876,52.8403,,9.0032,28.403,62.4866,0.1072,27.3312,71.3826,1.2862,23.8835,13.2905,14.5961,23.7674,21.5345,45.8065,1.2192,1.3576,58991.5341,8,08
2020,Coahuila de zaragoza,0.3794,12671.0001,20574.9915,26654.164,32953.7586,39692.7405,47442.3377,56570.4572,69112.773,90097.9815,158819.9625,1.5548,15.9717,50.1767,30.9541,1.3428,,46.0777,51.1661,,2.7562,3.6042,33.6396,39.364,22.6855,0.7067,,0.5654,2.1201,22.9682,35.9011,15.9011,22.5442,,9.5406,22.0495,44.1696,16.8905,7.3498,,16.0424,14.6996,69.258,,25.0883,14.5583,60.3534,,5.7244,38.1625,35.1943,20.1413,0.7774,,2.1201,17.9505,54.6996,24.8057,0.424,,6.3604,36.9611,37.6678,18.5159,0.4947,,1.2721,11.5194,37.8092,46.9258,2.4735,,1.7668,37.0318,31.1661,24.4523,5.583,,13.6396,48.6219,37.7385,,9.258,40.212,50.53,,32.5088,67.4912,,25.212,12.182,18.4982,19.4346,25.9473,37.7915,,,55459.0167,5,05
2020,Colima,0.3714,13019.3908,21381.6389,27827.6589,33872.2025,40858.8689,49186.2348,58404.7699,69822.9096,87413.8627,159257.1271,1.0922,41.2621,28.3981,23.665,5.5825,,38.835,59.5874,0.2427,1.335,0.3641,28.3981,45.5097,19.4175,6.068,0.2427,,,3.8835,59.2233,16.6262,20.267,,0.3641,17.5971,53.3981,23.301,5.2184,0.1214,4.6117,24.7573,70.6311,,10.4369,34.466,55.0971,,,57.8883,35.0728,6.068,0.9709,,0.8495,29.733,43.3252,20.6311,5.4612,,,57.4029,34.1019,7.1602,1.335,,,2.6699,16.9903,55.4612,24.8786,,0.7282,36.8932,41.0194,18.3252,3.034,,50.9709,26.8204,22.2087,,20.7524,48.5437,30.7039,,43.8107,55.9466,0.2427,32.9126,8.8592,19.2826,25.7585,29.0982,33.2373,0.2427,0.1214,56104.4664,6,06
2020,Distrito federal,0.3917,15107.9835,23725.6924,30207.3313,37771.1905,46789.5666,56022.7787,68041.078,83930.8742,110157.183,196167.3542,0.058,1.606,44.7175,50.1354,3.483,,16.7763,78.0573,,5.1664,0.0967,2.4961,59.1138,34.5395,3.5604,0.1935,,,2.2059,11.6293,43.4017,42.7632,,0.1741,10.952,21.3235,34.7523,32.5271,0.2709,0.8127,2.4381,96.7492,,1.0642,3.5604,95.3754,,0.1548,20.6269,51.2964,25.2128,2.4381,0.2709,0.0967,1.606,45.4721,49.4002,3.4249,,0.2322,24.1873,45.6656,27.3413,2.3026,0.2709,,0.5998,23.7616,65.0542,10.5844,,,19.4853,39.822,31.4628,9.0751,0.1548,1.2771,44.582,54.1409,,0.5998,20.5882,78.7539,0.058,10.9133,88.4288,0.6579,19.6433,20.4673,14.7905,29.8109,12.6399,54.9245,0.2902,0.2128,66792.1032,9,09
2020,Durango,0.3872,10794.5934,17444.6835,22329.2587,27837.5134,33340.3514,39284.5407,46868.1763,57429.1253,74746.0331,141575.9519,,4.9837,53.268,38.7255,3.0229,,25.8987,74.1013,,,,28.6765,58.8235,12.5,,,,0.1634,10.7026,11.9281,42.7288,34.4771,,0.3268,37.0915,47.7941,11.4379,3.3497,,6.9444,11.9281,81.1275,,7.7614,16.6667,75.5719,,0.2451,34.7222,48.7745,15.5229,0.3268,0.4085,,4.7386,50.1634,40.6863,4.4118,,0.2451,46.4869,40.9314,11.9281,,0.4085,,2.2876,38.8889,48.5294,10.2941,,1.3072,41.585,43.219,12.3366,1.5523,,5.6373,58.9052,35.4575,,1.2255,48.2843,50.4902,,25.6536,74.3464,,28.4559,16.3749,22.3366,17.7696,24.7004,54.6705,0.4085,,47165.0228,10,10
2020,Guanajuato,0.3707,11181.7199,18617.6292,24269.7385,29485.9263,35042.292,41432.2503,49267.2506,60365.7399,78734.4535,134886.3162,0.4621,12.1072,32.024,40.2495,15.1571,,19.1312,78.9741,,1.8946,0.0462,11.6451,39.695,39.8799,6.3309,2.403,0.1386,,2.3105,15.2957,23.8909,58.1331,0.2311,0.4621,19.2699,33.8725,30.3142,11.6451,4.4362,6.4233,7.7634,85.8133,,10.3974,9.9353,79.5749,0.0924,1.1091,35.1664,32.2089,18.2994,9.3346,3.8817,0.3235,11.5527,34.7043,41.8207,11.5989,,0.5083,36.5989,33.6876,17.5601,9.2421,2.403,,4.7135,15.9427,49.9538,29.39,,0.6932,22.0887,24.6765,27.403,23.0591,2.0795,8.6414,21.8577,69.5009,,3.5582,18.1608,78.281,,15.6192,84.0573,0.3235,19.2044,20.4078,12.4168,26.369,13.298,49.4249,1.8207,2.2489,48328.3316,11,11
2020,Guerrero,0.4071,7118.7376,11321.7526,14467.7178,17705.7623,21292.7098,25999.7625,31904.03,40323.463,54184.5555,100124.207,,12.8277,25.3745,40.6367,21.161,,21.0674,78.9326,,,,10.8614,33.2397,28.7453,27.1536,,,,0.1873,8.5206,32.7715,58.5206,,,27.3408,40.0749,21.6292,10.9551,,0.6554,0.5618,98.7828,,4.7753,7.2097,88.015,,,10.8614,42.0412,42.603,4.4944,,,9.8315,47.6592,41.573,0.9363,,,18.1648,55.0562,25.0936,1.6854,,,19.7566,53.6517,25.7491,0.8427,,,31.1798,50.6554,18.1648,,,13.764,36.1423,50.0936,,4.3071,38.4831,57.2097,,3.9326,96.0674,,27.7271,22.2729,31.8352,16.9476,14.5833,62.4264,,,32444.2698,12,12
2020,Hidalgo,0.3735,9562.5298,15370.0897,20049.2901,24193.038,28390.1428,33756.0703,40337.718,49179.0508,65118.8782,113444.164,1.9091,8.2727,49.0909,31.0909,9.6364,,30.7273,58.0909,0.3636,10.8182,1.0,24.1818,51.7273,19.1818,3.0909,0.8182,0.0909,1.8182,10.5455,31.3636,30.4545,25.3636,0.3636,1.8182,19.2727,39.4545,30.6364,8.0,0.8182,3.8182,7.0909,89.0909,,6.0,6.7273,87.2727,,3.2727,34.5455,46.3636,13.6364,1.0909,1.0909,0.8182,13.0909,51.3636,29.0,5.3636,0.3636,2.9091,35.4545,49.1818,10.4545,1.3636,0.6364,0.3636,6.3636,36.2727,45.0909,11.9091,,1.4545,28.6364,38.8182,23.2727,5.9091,1.9091,4.6364,39.2727,56.0909,,2.2727,35.3636,62.3636,,30.0,68.2727,1.7273,24.6894,12.7045,15.4091,23.3295,18.6783,45.875,0.8333,1.0303,39940.0972,13,13
2020,Jalisco,0.3581,14992.835,22611.6168,28555.4271,34249.8111,40305.1281,47138.2309,55877.169,67881.5219,87008.662,152834.9446,0.4307,11.7925,34.2904,50.0615,3.4249,,19.6883,76.9073,0.3076,3.0968,1.6407,18.4372,43.6628,29.5734,4.3273,2.3585,0.1231,0.9844,10.1313,16.8786,27.297,44.4832,0.1025,2.3585,14.1304,29.5734,17.1452,29.0402,7.7523,3.8146,5.0656,90.8326,0.2871,4.2453,6.3987,89.0484,0.3076,2.0098,27.3175,33.1829,33.6751,2.4815,1.3331,0.4717,11.813,38.8228,46.8007,2.0919,,2.7482,28.8351,31.4397,32.2806,2.379,2.3175,0.2256,7.3011,28.4454,58.6341,5.1272,0.2666,1.0254,22.1083,28.8761,39.9098,4.5939,3.4865,8.9418,31.0295,59.9467,0.082,4.0812,28.5685,67.2067,0.1436,26.9893,67.904,5.1066,18.5962,21.6494,12.1069,24.8282,15.5818,44.4558,1.3604,2.902,55145.5346,14,14
