AÃ±o,Estado,GINI,decil_1,decil_2,decil_3,decil_4,decil_5,decil_6,decil_7,decil_8,decil_9,decil_10,p1_Respuesta_1,p1_Respuesta_2,p1_Respuesta_3,p1_Respuesta_4,p1_Respuesta_5,p1_Respuesta_6,p10_Respuesta_1,p10_Respuesta_2,p10_Respuesta_3,p10_Respuesta_4,p11_Respuesta_1,p11_Respuesta_2,p11_Respuesta_3,p11_Respuesta_4,p11_Respuesta_5,p11_Respuesta_6,p12_Respuesta_1,p12_Respuesta_2,p12_Respuesta_3,p12_Respuesta_4,p12_Respuesta_5,p12_Respuesta_6,p12_Respuesta_7,p13_Respuesta_1,p13_Respuesta_2,p13_Respuesta_3,p13_Respuesta_4,p13_Respuesta_5,p13_Respuesta_6,p14_Respuesta_1,p14_Respuesta_2,p14_Respuesta_3,p14_Respuesta_4,p15_Respuesta_1,p15_Respuesta_2,p15_Respuesta_3,p15_Respuesta_4,p2_Respuesta_1,p2_Respuesta_2,p2_Respuesta_3,p2_Respuesta_4,p2_Respuesta_5,p2_Respuesta_6,p3_Respuesta_1,p3_Respuesta_2,p3_Respuesta_3,p3_Respuesta_4,p3_Respuesta_5,p3_Respuesta_6,p4_Respuesta_1,p4_Respuesta_2,p4_Respuesta_3,p4_Respuesta_4,p4_Respuesta_5,p4_Respuesta_6,p5_Respuesta_1,p5_Respuesta_2,p5_Respuesta_3,p5_Respuesta_4,p5_Respuesta_5,p5_Respuesta_6,p6_Respuesta_1,p6_Respuesta_2,p6_Respuesta_3,p6_Respuesta_4,p6_Respuesta_5,p6_Respuesta_6,p7_Respuesta_1,p7_Respuesta_2,p7_Respuesta_3,p7_Respuesta_4,p8_Respuesta_1,p8_Respuesta_2,p8_Respuesta_3,p8_Respuesta_4,p9_Respuesta_1,p9_Respuesta_2,p9_Respuesta_3,Percepcion_Economica_Personal_Positiva,Percepcion_Economica_Personal_Negativa,Percepcion_Naciona_Positiva,Percepcion_Nacional_Negativa,Consumo_Ahorro_Positivo,Consumo_Ahorro_Negativo,Incertidumbre_Economica_Personal,Incertidumbre_Economica_Nacional,Ingreso promedio total,estado_codigo,cvegeo
2020,Mexico,0.3946,10623.0194,18015.3774,23430.0617,28040.4459,33365.8786,38859.9816,46201.69,57054.9086,74488.5723,151401.1963,0.6631,8.5692,56.2612,31.2165,3.29,,18.3117,78.4749,0.7906,2.4229,0.4846,15.2512,34.4045,45.0905,3.0094,1.7598,0.6121,1.9638,13.976,25.3252,16.5519,40.8569,0.7141,2.8309,10.7371,32.3897,22.8258,30.0179,1.1987,3.0604,7.9572,88.8549,0.1275,7.7276,9.9719,82.0964,0.204,1.2242,32.1347,39.2247,22.2902,3.4175,1.7087,0.5866,8.4927,59.5001,29.3803,1.9383,0.102,2.3463,32.9763,39.3522,19.8164,3.698,1.8108,0.4336,5.6618,32.1092,56.0061,5.5853,0.204,1.6067,22.9278,24.2285,32.1857,18.0311,1.0201,9.7679,23.7694,66.1056,0.3571,2.1168,27.0849,69.8036,0.9946,16.9855,81.7394,1.2752,23.4443,14.3809,12.4564,25.8161,13.6072,48.4117,0.913,0.7842,48148.1132,15,15
2020,Michoacan de ocampo,0.3808,11130.4403,17640.9488,22549.8684,27794.0554,32870.4549,38664.9783,46394.1576,56571.7721,72384.2542,137538.2492,0.5618,10.0187,47.8464,32.8652,8.7079,,34.176,65.824,,,3.6517,28.7453,33.7079,27.5281,6.367,,,0.6554,2.809,26.4981,17.2285,52.0599,0.7491,0.7491,7.9588,25.2809,21.2547,44.5693,0.1873,5.7116,6.367,87.9213,,8.9888,6.367,84.6442,,1.2172,30.5243,30.5243,30.618,7.0225,0.0936,,11.7978,52.2472,27.5281,8.427,,0.3745,38.1086,33.1461,20.6929,7.5843,0.0936,,6.0861,24.2509,51.4045,18.2584,,0.7491,17.5094,25.7491,35.0187,20.8801,0.0936,19.8502,26.779,53.3708,,5.8052,30.3371,63.8577,,23.6891,76.3109,,23.3061,17.9307,11.1798,29.389,18.0135,54.4543,0.0936,0.3433,46353.9179,16,16
2020,Morelos,0.3903,9308.63,15371.8823,19942.528,24500.066,29260.4035,34858.7354,41793.8477,51144.9017,66312.8681,126814.8121,2.2456,17.6842,41.8947,32.7719,5.4035,,30.0351,65.8947,,4.0702,2.5263,33.6842,37.0526,21.1228,4.3509,1.2632,0.6316,4.0702,15.6491,40.2807,11.7193,27.6491,,2.807,19.4386,33.8947,24.4211,19.0877,0.3509,7.4386,8.9123,83.6491,,12.1404,10.5965,77.2632,,6.6667,43.4386,28.8421,17.0526,3.7193,0.2807,2.9474,19.0877,42.5263,30.8772,4.2807,0.2807,7.0877,43.8596,28.1404,18.386,1.8246,0.7018,3.0175,7.4386,20.8421,56.8421,11.8596,,4.7018,25.8947,24.0702,30.5263,13.7544,1.0526,16.8421,23.0877,60.0702,,7.0175,29.4035,63.5088,0.0702,32.4211,67.4386,0.1404,23.7018,14.2895,13.538,26.0614,19.3198,46.2632,0.4561,0.7018,41930.8675,17,17
2020,Nayarit,0.3794,11289.1069,19249.2916,25369.3861,30856.2832,37461.122,44171.8096,52626.6686,63633.7757,82122.9241,149594.3167,3.2287,31.9283,32.5561,27.713,4.574,,44.6637,54.8879,,0.4484,2.6906,49.3274,21.435,22.7803,2.5112,1.2556,,2.87,16.5919,32.9148,10.3139,37.3094,,2.6906,33.6323,26.1883,20.4484,15.6054,1.435,10.2242,13.0045,76.7713,,20.3587,17.8475,61.7937,,9.148,53.4529,16.5919,16.9507,3.4081,0.4484,3.8565,32.1973,27.8924,32.4664,3.5874,,7.3543,54.3498,15.7848,18.0269,4.0359,0.4484,1.1659,25.2018,14.6188,46.7265,12.287,,6.5471,43.139,14.7982,21.3453,12.7354,1.435,23.6771,34.4395,41.8834,,12.7354,36.5022,50.7623,,43.3184,56.2332,0.4484,24.0284,13.8453,17.0404,21.5471,25.4019,38.2848,0.6502,1.435,51637.4685,18,18
2020,Nuevo leon,0.426,14212.6451,24145.3665,31300.2451,38070.01,45452.9198,54155.9163,64787.0369,81415.3516,109933.3159,242914.4187,1.7126,13.6325,50.3168,32.2829,2.0551,,26.6141,71.9644,0.3597,1.0618,0.6679,22.4182,61.2091,13.2214,1.49,0.9933,,1.5585,21.2194,35.4684,5.9085,35.1088,0.7364,2.7231,18.2223,45.7784,17.8798,13.9065,1.49,8.5974,9.1968,82.1374,0.0685,9.8476,8.5802,81.4181,0.1541,3.2026,32.0089,42.2675,19.7808,1.3701,1.3701,1.5585,14.5915,53.2283,28.8234,1.7297,0.0685,3.0313,30.6731,47.1999,16.6638,0.9933,1.4386,1.1132,7.6897,28.9947,54.3929,7.1074,0.7022,2.0551,20.6885,33.3961,33.4475,8.82,1.5927,12.3138,34.8519,52.8344,,4.7097,41.2399,54.0161,0.0343,24.7474,74.3278,0.9248,24.452,12.9624,16.6763,22.1164,20.3842,39.023,0.6013,1.1303,70638.7226,19,19
2020,Oaxaca,0.4178,7222.1712,11678.4847,15361.2366,19308.9791,23553.0445,28676.178,35531.3398,45287.6505,59823.8113,113510.1631,0.2956,14.9298,45.898,34.7376,4.139,,33.0377,66.4449,0.3695,0.1478,0.4435,31.5595,50.7761,14.7081,1.7738,0.7391,0.5913,4.5824,21.5817,28.677,26.1641,18.1079,0.2956,3.6955,23.8729,41.4634,15.4472,13.4516,2.0695,7.2432,6.9475,85.4398,0.3695,15.9645,5.0998,78.9357,,3.252,40.8721,39.3939,14.7081,1.7738,,0.3695,16.1863,49.15,31.4117,2.8825,,1.9956,43.9763,39.0983,11.8995,2.6608,0.3695,0.8869,9.017,31.4856,50.9978,7.4649,0.1478,1.5521,33.1855,34.6637,24.4642,5.3954,0.7391,13.895,30.0074,56.0976,,6.2823,28.1596,65.558,,29.7857,69.0318,1.1826,24.6181,13.0266,17.2148,21.5078,19.9386,44.9002,0.6061,0.813,35995.3059,20,20
2020,Puebla,0.401,8583.6883,13964.2435,18080.4167,22353.0189,26687.4106,31375.8958,37886.9264,46537.3771,61790.5123,122811.0054,0.5128,13.7729,54.5788,29.4505,1.685,,35.9707,54.1392,0.5128,9.3773,0.5861,35.1648,41.9048,20.3663,1.978,,,1.6117,8.8645,19.5604,43.5897,26.3736,,0.8059,34.5055,36.044,20.8791,7.7656,,6.2271,6.4469,87.326,,9.8901,10.0366,80.0733,,2.0513,34.7253,43.1502,15.8974,4.1026,0.0733,0.2198,12.3077,62.0513,25.4212,,,1.4652,40.0733,40.0733,11.3553,5.9341,1.0989,0.2198,6.5201,40.7326,49.304,3.2234,,1.978,30.5495,40.0733,14.2857,13.1136,,15.3846,42.3443,42.2711,,4.4689,35.0916,60.4396,,25.7143,74.0659,0.2198,25.4151,13.4066,18.355,21.4652,20.7101,43.7454,0.4762,,39007.0495,21,21
2020,Queretaro de arteaga,0.3794,13872.5077,22931.7465,29184.5929,35467.7746,42620.0679,50784.9782,61146.7238,74005.044,95992.5863,174273.4075,0.9743,9.3003,44.8184,42.9584,1.9486,,16.3862,81.9309,,1.6829,0.5314,27.4579,56.0673,14.5261,0.9743,0.4429,0.7086,1.3286,19.9291,50.8415,2.6572,24.535,,2.3029,16.7405,50.31,20.0177,10.186,0.4429,3.543,2.3029,93.7112,0.4429,3.1887,7.7945,88.574,0.4429,1.9486,35.0753,38.1754,20.0177,3.0115,1.7715,,11.6032,54.473,32.5952,0.7972,0.5314,1.5058,33.0381,44.4641,18.4234,1.4172,1.1515,0.62,5.5802,35.5182,50.8415,7.4402,,0.7972,21.0806,46.6785,20.8149,9.7431,0.8857,8.5917,20.0177,71.3906,,4.4287,48.6271,46.9442,,21.3463,77.0593,1.5943,25.0342,15.1461,16.7995,21.5678,16.9449,43.1847,0.911,0.6643,60027.9429,22,22
2020,Quintana roo,0.4066,8646.0228,15729.2179,21014.6243,26429.8432,32017.8858,38697.9131,46286.5719,55651.4021,73437.8259,145581.1615,1.3205,15.7263,42.7371,36.2545,3.9616,,32.6531,67.2269,,0.12,3.9616,38.2953,34.5738,20.5282,1.8007,0.8403,1.6807,5.6423,21.4886,44.898,8.4034,17.7671,0.12,8.5234,35.5342,38.2953,11.6447,6.0024,,15.4862,3.6014,80.9124,,29.0516,7.563,63.3854,,6.6026,45.2581,37.3349,9.0036,1.6807,0.12,1.8007,20.8884,47.419,28.6915,1.2005,,6.6026,46.4586,38.7755,6.9628,1.0804,0.12,1.8007,12.2449,38.1753,44.1777,3.3613,0.2401,5.6423,39.0156,33.2533,13.6855,8.1633,0.2401,25.5702,17.0468,57.383,,5.5222,28.5714,65.9064,,35.5342,62.3049,2.1609,25.9104,11.1044,20.108,17.542,21.3408,44.5228,0.8103,0.2001,46349.2468,23,23
2020,San luis potosi,0.4098,8463.292,14974.8547,20514.4382,26250.4665,32473.9063,39487.4353,48091.7532,59948.5957,79693.223,142515.5287,,12.5527,47.4684,38.3966,1.5823,,21.73,78.27,,,,14.557,73.4177,12.0253,,,,0.3165,0.3165,16.4557,21.8354,61.0759,,0.211,14.557,37.4473,43.1435,4.6414,,5.6962,16.3502,77.9536,,6.6456,19.8312,73.5232,,0.4219,21.9409,52.4262,22.3629,2.7426,0.1055,0.4219,13.7131,51.4768,32.8059,1.5823,,0.8439,22.9958,50.9494,23.1013,2.0042,0.1055,,7.5949,22.7848,66.5612,3.0591,,0.7384,16.9831,40.5063,37.9747,3.7975,,8.4388,25.5274,66.0338,,5.5907,25.5274,68.8819,,17.7215,82.2785,,25.0192,15.5723,14.1456,24.6835,20.0861,64.2405,0.1055,,47241.3494,24,24
2020,Sinaloa,0.3734,13909.8048,21964.3754,27737.4107,33416.8623,39381.4654,46975.9272,55576.488,68042.8896,87072.4969,161874.8564,0.5742,20.9569,41.0526,31.6746,5.7416,,31.5789,65.8373,0.4785,2.1053,1.244,33.3014,44.4019,16.3636,3.3493,1.3397,,1.6268,10.7177,35.4067,13.6842,38.2775,0.2871,0.3828,21.8182,48.3254,17.7033,10.9091,0.8612,9.378,12.823,77.799,,14.8325,8.0383,77.1292,,3.8278,39.4258,42.9665,12.3445,0.5742,0.8612,0.2871,20.0,51.866,23.1579,4.0191,0.6699,6.0287,32.7273,47.0813,13.0144,0.5742,0.5742,0.5742,14.4498,31.5789,43.3493,9.7608,0.2871,3.3493,27.9426,38.6603,23.8278,4.3062,1.9139,20.5742,23.5407,55.8852,,7.2727,40.7656,51.9617,,42.0096,56.6507,1.3397,25.5662,11.3876,18.1296,19.8684,22.2893,41.244,0.8772,0.8373,55595.2577,25,25
2020,Sonora,0.4167,12345.7707,20627.7664,26724.0131,33214.3735,40099.5745,48011.9096,58985.6419,74510.8698,99170.62,196600.4365,1.4856,23.584,40.39,32.9619,1.5785,,27.4838,71.9591,,0.5571,4.9211,35.0046,44.7539,14.1133,1.2071,,,2.2284,7.9851,43.8254,17.9201,28.0409,,4.1783,32.1263,36.9545,20.0557,6.6852,,23.7697,14.6704,61.5599,,39.2758,14.6704,46.0539,,7.6137,54.7818,25.9981,10.6778,0.9285,,1.0214,19.2201,56.7317,22.9341,0.0929,,6.6852,50.6964,33.519,8.8208,0.2786,,,11.792,35.9331,43.7326,8.5422,,4.6425,38.9972,36.026,16.7131,3.6212,,25.9053,25.9981,47.7252,0.3714,14.7632,34.6332,50.6035,,32.9619,67.0381,,26.8106,9.7841,21.0864,20.137,26.0624,39.3454,0.3714,,61029.0976,26,26
2020,Tabasco,0.419,8652.518,14099.9164,18111.9861,22150.8038,26499.4717,32264.79,40006.6881,50048.223,69344.9025,133468.5862,0.6842,17.1038,41.6192,35.3478,4.675,0.5701,31.2429,58.0388,0.9122,9.8062,2.9647,29.4185,39.6807,18.8141,4.1049,5.0171,,2.2805,13.683,33.1813,12.5428,38.1984,0.114,6.3854,29.5325,34.8917,15.7355,12.4287,1.0262,11.8586,10.0342,76.2828,1.8244,18.7001,14.5952,66.1345,0.5701,5.5872,44.9259,30.2166,12.2007,1.3683,5.7013,2.1665,21.4367,40.2509,32.6112,3.5348,,3.9909,53.8198,29.1904,9.122,1.0262,2.8506,0.9122,12.3147,25.0855,50.2851,10.4903,0.9122,4.333,44.0137,28.6203,18.358,3.1927,1.4823,14.8233,29.1904,55.8723,0.114,7.2976,22.4629,70.0114,0.2281,37.9704,58.4949,3.5348,24.2493,12.4857,18.3684,19.5268,20.7877,39.1106,2.1323,0.8837,41464.7886,27,27
2020,Tamaulipas,0.3968,10770.0125,17860.2469,23078.9958,28424.1063,34279.3449,40786.2754,48610.7017,58779.5273,76500.6011,154216.9875,0.3132,8.6639,32.881,52.5052,5.6367,,29.9582,69.1023,,0.9395,0.5219,34.8643,35.595,27.8706,1.1482,,,8.5595,8.3507,33.1942,29.9582,19.9374,,0.3132,22.547,36.8476,36.952,3.3403,,1.1482,3.4447,95.4071,,4.9061,6.6806,88.4134,,0.8351,48.3299,29.1232,20.6681,1.0438,,1.4614,14.3006,30.7933,49.8956,3.4447,0.1044,2.6096,51.357,22.9645,21.9207,1.0438,0.1044,,14.5094,17.7453,61.4823,6.263,,4.4885,43.1106,22.547,27.5574,2.2965,,6.1587,51.4614,42.38,,3.2359,16.4927,80.2714,,13.4656,86.5344,,20.3027,19.5198,17.9019,25.1305,15.9949,50.4567,0.1044,,49330.6799,28,28
2020,Tlaxcala,0.3794,9420.9053,14569.9892,18523.3071,22235.4341,26500.5302,31059.2282,37208.087,47245.8766,61253.3157,110056.1193,0.5,10.5,41.7,41.6,5.7,,25.4,68.6,0.1,5.9,,26.6,44.4,23.8,1.9,3.3,,3.1,15.2,36.3,11.9,32.9,0.6,1.6,25.5,36.7,17.4,17.5,1.3,6.0,8.4,85.6,,10.4,21.4,67.9,0.3,2.3,39.3,23.9,23.8,7.1,3.6,1.5,11.0,46.6,37.3,3.6,,1.7,40.8,28.9,21.6,4.4,2.6,,6.1,24.8,54.1,14.7,0.3,,38.3,27.3,22.7,10.1,1.6,14.2,16.4,69.4,,3.1,27.4,69.5,,15.3,81.2,3.5,20.725,18.1375,19.8444,23.0875,18.25,45.1333,2.2333,0.95,37807.2793,29,29
2020,Veracruz de ignacio de la llave,0.389,8017.7099,12885.5644,16604.3239,20521.911,24377.7871,29098.5097,34902.6807,42615.9702,56767.0019,104850.2405,0.1661,10.7973,38.8704,43.6877,6.4784,,27.1595,72.01,,0.8306,0.8306,24.4186,59.3854,13.6213,1.5781,0.1661,,1.2458,16.196,36.0465,13.4551,32.8904,0.1661,2.4917,28.1561,54.402,9.6346,5.3156,,3.4053,3.0731,93.5216,,7.4751,21.2625,71.2625,,1.0797,39.6179,41.0299,15.1993,1.8272,1.2458,0.1661,8.6379,49.4186,38.7874,2.99,,0.5814,41.5282,42.2757,13.3721,1.9934,0.2492,,5.6478,20.4319,53.6545,20.2658,,,27.7409,40.8638,24.6678,6.0631,0.6645,8.3887,27.3256,64.2857,,2.907,25.4983,71.5947,,20.8472,78.8206,0.3322,22.8475,15.5419,21.9085,21.1379,17.8444,49.5328,0.4983,0.4153,35064.1699,30,30
2020,Yucatan,0.4311,8659.9344,14802.6092,19848.3807,24699.1153,29842.6047,35547.832,42674.8645,53101.9592,73816.2418,157346.5223,2.7642,16.5854,44.3089,32.6016,3.4146,0.3252,34.6341,62.1951,0.9756,2.1951,4.7154,42.6829,33.252,11.7886,4.878,2.6829,,1.0569,11.3008,28.6179,6.1789,51.2195,1.626,3.8211,15.7724,29.187,16.748,31.4634,3.0081,11.5447,3.4959,84.6341,0.3252,20.0,6.3415,73.1707,0.4878,8.6179,41.8699,30.4878,11.3821,4.1463,3.4959,2.9268,19.4309,44.4715,32.3577,0.813,,9.187,45.2033,30.2439,10.8943,1.2195,3.252,0.6504,10.813,24.1463,51.1382,13.1707,0.0813,6.0163,32.9268,27.3171,23.9024,6.748,3.0894,21.9512,15.122,62.9268,,5.7724,25.6911,67.3984,1.1382,28.2114,69.7561,2.0325,24.6748,12.1037,14.8189,22.2459,19.4934,40.6956,1.635,1.9512,46034.0064,31,31
2020,Zacatecas,0.41,9598.0454,15287.2482,19403.3637,23632.6209,28470.272,34106.8545,40818.645,51332.0035,68086.0214,139606.6551,1.6488,15.7461,47.568,32.1517,2.8854,,31.9868,67.4361,0.5771,,0.742,19.291,38.9942,35.6966,2.803,2.4732,,2.2259,13.85,50.1237,7.0074,26.4633,0.3298,2.5556,21.0223,39.5713,23.0008,11.047,2.803,7.6669,5.3586,86.9744,,14.0973,6.5952,78.8953,0.4122,3.9571,28.0297,37.6752,17.972,3.2152,9.1509,,20.6925,52.0198,25.9687,1.319,,4.2869,34.5425,32.6463,17.7246,1.9786,8.8211,0.4122,11.5416,26.958,52.3495,7.8318,0.9068,1.6488,26.6282,23.413,28.4419,12.2836,7.5845,17.8895,21.6818,60.4287,,10.9646,24.4023,64.6331,,27.0404,71.2284,1.7312,25.3466,12.9019,15.4388,24.0107,17.4393,48.7016,3.861,2.906,43034.173,32,32
2022,Aguascalientes,0.4019,17746.2559,28243.2595,35716.775,43970.2543,52954.5506,62603.6656,74690.1542,90859.7075,123165.244,247307.9979,0.3391,6.2984,51.7442,40.0194,1.5988,,12.9845,72.1899,0.2422,14.5833,0.1938,10.2713,34.157,54.4089,0.969,,,,0.8236,7.9457,7.1705,84.0601,,0.8236,16.812,43.4109,33.2364,5.7171,,0.436,3.1008,96.4632,,2.374,8.0426,89.5833,,0.2422,40.0194,31.9283,26.0659,1.7442,,,6.2016,68.3624,25.3876,0.0484,,0.2422,42.2481,34.3023,22.3837,0.8236,,,2.0833,15.3101,75.5814,7.0252,,,13.7112,23.6919,48.3043,14.2926,,4.3605,37.4516,58.188,,,9.5446,90.407,0.0484,5.4748,94.5252,,25.6298,14.759,14.5833,24.9092,10.6993,60.2168,0.1453,,77725.7865,1,01
2022,Baja california,0.3554,21989.9521,35917.2112,46888.6189,56661.6987,66473.0776,77388.1301,91028.6525,108698.7348,138171.4123,242768.9924,2.0185,31.2572,48.9619,17.128,0.6344,,47.7509,49.0196,,3.2295,2.6528,34.4867,52.4798,8.8235,0.2884,1.2687,0.2307,1.7878,10.323,37.8316,17.128,32.2376,0.4614,7.4971,37.9469,40.4268,10.9573,1.6724,1.4994,18.4544,6.9781,74.2791,0.2884,26.8743,6.9204,65.8016,0.4037,7.6125,41.1188,39.7924,8.0738,0.8651,2.5375,2.7682,35.5248,47.9815,13.4948,0.2307,,7.1511,45.8478,37.5433,7.2088,0.2884,1.9608,1.2687,26.5283,37.6009,31.7762,2.1338,0.692,2.1915,36.7359,31.9493,23.2411,3.9216,1.9608,28.7197,35.0634,36.2168,,13.4371,48.7889,37.7739,,45.271,53.3449,1.3841,28.9648,5.9905,19.5406,16.0828,28.2983,29.2644,1.3072,1.1534,88598.648,2,02
2022,Baja california sur,0.3682,20770.9632,35666.8172,45802.7913,55791.1331,65687.9452,77443.5432,91441.3673,111930.1592,143853.6175,253102.2385,,15.3972,64.5373,19.7379,0.3276,,40.4586,59.4595,0.0819,,0.3276,27.846,68.3047,3.5217,,,,0.9828,6.552,20.8845,13.4316,58.1491,,3.9312,29.1564,44.4717,20.0655,2.3751,,11.1384,13.7592,75.1024,,17.8542,24.3243,57.8215,,2.2932,36.036,34.8894,24.7338,2.0475,,0.2457,7.5348,68.2228,23.2596,0.7371,,0.9828,28.7469,47.502,21.4578,1.3104,,0.2457,10.9746,35.9541,49.959,2.8665,,0.0819,25.7985,34.5618,27.9279,11.6298,,19.8198,62.326,17.8542,,5.9787,60.7699,33.2514,,27.6003,72.3997,,27.8535,11.7015,17.5192,18.6425,29.2698,43.5981,0.0819,,90149.0576,3,03
2022,Campeche,0.4023,12238.7613,20448.7867,26670.8736,32180.8894,37925.1105,45159.444,54994.1524,68486.8903,89996.4984,178448.7075,3.1659,19.8899,49.2085,24.914,2.8217,,34.9621,64.7626,,0.2753,3.1659,29.5939,40.8121,21.7481,4.4047,0.2753,0.4129,4.3359,9.8417,31.5898,7.5017,46.318,,2.6841,24.914,32.5533,27.8734,11.7688,0.2065,6.0564,9.9105,82.5877,1.4453,12.1129,14.7281,73.159,,3.5788,35.6504,40.1239,17.6875,2.8217,0.1376,1.1012,25.2581,50.7915,21.5416,1.3076,,4.7488,32.4157,49.9656,11.0117,1.8582,,1.6518,16.0358,26.1528,46.5244,9.3599,0.2753,3.097,26.084,30.1445,30.6263,9.9105,0.1376,15.7605,28.5616,55.6779,,6.4694,20.5781,72.9525,,27.3916,72.3331,0.2753,26.3248,10.4955,14.8256,21.8944,19.2387,46.8427,0.5334,0.2065,56655.0114,4,04
2022,Chiapas,0.4151,8519.1114,14108.5703,17943.0725,21544.906,25622.2798,30889.4736,38166.8016,47975.712,63265.7464,130218.1371,1.8311,26.3479,35.5544,34.588,1.6785,,31.4852,68.1587,0.1526,0.2035,2.3906,40.6409,40.7935,15.8189,0.3561,,0.1526,1.6785,10.6307,18.0061,17.1414,52.3906,,2.3398,13.0722,60.1221,9.2065,15.056,0.2035,7.4262,4.4252,88.1485,,13.1231,4.7304,82.1465,,8.2909,37.9451,31.7396,20.1933,1.8311,,2.3906,25.1272,42.2177,28.942,1.3225,,5.7986,37.7416,36.6226,18.7691,1.0682,,0.2035,20.3459,25.4323,48.881,5.1373,,1.4242,29.9593,31.8413,31.8413,4.9339,,24.8728,40.6918,34.4354,,9.0031,40.3357,50.6612,,35.8596,64.1404,,24.3006,13.5491,16.4335,18.7754,22.7522,40.2403,0.1526,0.2035,39825.3811,7,07
2022,Chihuahua,0.4146,16036.454,28069.3189,36520.4246,44972.6714,54002.8354,63995.7494,76042.3686,93152.3028,121641.4194,268434.1631,1.7483,20.0,46.9231,27.1329,4.1958,,33.2168,66.5734,0.2098,,1.3986,23.2168,37.1329,33.007,2.6573,2.5874,,1.4685,7.5524,21.8182,7.9021,60.5594,0.6993,1.1888,27.6224,36.7832,27.6923,3.0769,3.6364,15.5245,2.5175,81.8182,0.1399,18.3217,1.4685,80.0699,0.1399,2.1678,33.6364,31.049,23.7762,4.3357,5.035,1.5385,26.014,44.1259,25.8042,2.5175,,4.5455,33.4266,29.6503,22.4476,4.2657,5.6643,1.1189,13.6364,26.7133,46.5035,10.5594,1.4685,2.1678,23.4965,26.3636,30.6294,12.3077,5.035,22.7273,26.5035,50.3497,0.4196,10.7692,26.4336,62.7972,,29.1608,68.042,2.7972,22.9021,14.3094,15.2829,20.0612,19.107,45.6731,2.1241,2.7098,80286.7708,8,08
2022,Coahuila de zaragoza,0.3684,18038.4642,29060.0052,37693.8129,45750.5019,54523.4808,64673.2154,76838.5874,92372.8634,116896.1956,212057.7739,3.9745,32.3847,45.0932,16.8302,1.7174,,42.8361,55.5937,0.2453,1.3248,4.5142,36.9971,38.371,19.0383,1.0795,,0.2453,1.1776,17.5662,24.2395,30.2257,26.5456,,14.1315,26.84,47.9392,7.5564,3.5329,,15.2601,22.9146,61.8253,,21.9333,23.2581,54.8086,,8.4887,40.2355,35.6722,12.6595,2.6987,0.2453,4.7596,32.3356,46.9087,15.4073,0.5888,,8.6359,39.5486,37.8312,12.6104,1.3739,,2.1099,23.6506,37.2424,32.4338,4.5633,,5.79,28.0177,36.3101,23.896,5.7409,0.2453,31.4524,36.8008,31.7468,,19.9706,41.0206,38.9598,0.0491,42.3945,57.262,0.3435,27.989,7.9858,20.0851,16.5236,29.0556,33.3538,0.2208,0.2453,74790.4901,5,05
