AÃ±o,Estado,GINI,decil_1,decil_2,decil_3,decil_4,decil_5,decil_6,decil_7,decil_8,decil_9,decil_10,p1_Respuesta_1,p1_Respuesta_2,p1_Respuesta_3,p1_Respuesta_4,p1_Respuesta_5,p1_Respuesta_6,p10_Respuesta_1,p10_Respuesta_2,p10_Respuesta_3,p10_Respuesta_4,p11_Respuesta_1,p11_Respuesta_2,p11_Respuesta_3,p11_Respuesta_4,p11_Respuesta_5,p11_Respuesta_6,p12_Respuesta_1,p12_Respuesta_2,p12_Respuesta_3,p12_Respuesta_4,p12_Respuesta_5,p12_Respuesta_6,p12_Respuesta_7,p13_Respuesta_1,p13_Respuesta_2,p13_Respuesta_3,p13_Respuesta_4,p13_Respuesta_5,p13_Respuesta_6,p14_Respuesta_1,p14_Respuesta_2,p14_Respuesta_3,p14_Respuesta_4,p15_Respuesta_1,p15_Respuesta_2,p15_Respuesta_3,p15_Respuesta_4,p2_Respuesta_1,p2_Respuesta_2,p2_Respuesta_3,p2_Respuesta_4,p2_Respuesta_5,p2_Respuesta_6,p3_Respuesta_1,p3_Respuesta_2,p3_Respuesta_3,p3_Respuesta_4,p3_Respuesta_5,p3_Respuesta_6,p4_Respuesta_1,p4_Respuesta_2,p4_Respuesta_3,p4_Respuesta_4,p4_Respuesta_5,p4_Respuesta_6,p5_Respuesta_1,p5_Respuesta_2,p5_Respuesta_3,p5_Respuesta_4,p5_Respuesta_5,p5_Respuesta_6,p6_Respuesta_1,p6_Respuesta_2,p6_Respuesta_3,p6_Respuesta_4,p6_Respuesta_5,p6_Respuesta_6,p7_Respuesta_1,p7_Respuesta_2,p7_Respuesta_3,p7_Respuesta_4,p8_Respuesta_1,p8_Respuesta_2,p8_Respuesta_3,p8_Respuesta_4,p9_Respuesta_1,p9_Respuesta_2,p9_Respuesta_3,Percepcion_Economica_Personal_Positiva,Percepcion_Economica_Personal_Negativa,Percepcion_Naciona_Positiva,Percepcion_Nacional_Negativa,Consumo_Ahorro_Positivo,Consumo_Ahorro_Negativo,Incertidumbre_Economica_Personal,Incertidumbre_Economica_Nacional,Ingreso promedio total,estado_codigo,cvegeo
2022,Colima,0.3573,17718.6258,27867.2788,35480.6801,43132.1609,51518.8166,60539.0241,71722.1081,86477.3628,110512.9335,187952.8297,0.7306,50.2283,24.7489,23.379,0.9132,,45.3881,53.6073,,1.0046,0.5479,37.2603,37.1689,20.7306,4.1096,0.1826,,0.6393,1.5525,44.2922,7.8539,45.5708,0.0913,0.7306,50.8676,36.895,10.5023,0.274,0.7306,5.9361,29.0411,65.0228,,16.895,26.484,56.5297,0.0913,0.1826,52.968,39.6347,6.6667,0.3653,0.1826,1.0046,44.5662,32.1461,21.8265,0.4566,,0.1826,58.9041,34.3379,6.0274,0.3653,0.1826,,12.1461,29.1324,45.7534,12.968,,,36.621,47.7626,14.3379,1.0046,0.274,52.3288,26.21,21.4612,,29.4064,32.6027,37.9909,,46.3014,53.1507,0.5479,28.3029,7.5,24.0386,17.1233,29.6593,28.5743,0.2374,0.3653,69292.182,6,06
2022,Distrito federal,0.4101,20114.5221,32920.9997,41469.1012,50305.4161,58939.7234,68577.7342,82031.7796,102210.6997,139797.3955,295914.5196,0.1519,5.1146,48.0441,41.3217,5.3678,,23.4713,69.4392,0.038,7.0515,0.3545,11.8243,58.7543,26.5603,1.4432,1.0634,,1.1141,2.2534,17.2933,40.8406,38.0428,0.4558,0.7469,22.256,33.865,36.6882,4.8487,1.5951,1.1394,3.1776,95.4804,0.2026,2.2408,5.583,92.037,0.1393,0.4051,30.2443,51.9433,15.0019,0.633,1.7724,0.1139,4.8867,48.7277,40.8406,5.4311,,0.4558,34.1056,48.2593,14.812,0.633,1.7344,0.1646,3.4561,28.2314,59.7164,8.2542,0.1772,0.2912,22.8004,44.7525,28.1301,2.2914,1.7344,2.7472,48.8416,48.4112,,1.6838,23.8764,74.4398,,13.3308,86.4666,0.2026,22.7044,15.5051,14.5392,24.7579,15.1558,45.4924,0.7361,0.9906,89228.1891,9,09
2022,Durango,0.37,12019.573,21574.0131,28284.6626,34845.372,42143.5492,50219.016,59317.5814,72219.9541,92952.0059,155956.3574,,15.0423,43.493,38.8732,2.5915,,39.831,60.169,,,0.6761,27.7183,44.5634,22.0845,4.9577,,,0.1127,5.2394,12.169,26.3099,56.169,,0.3944,22.6479,56.169,10.9859,9.8028,,4.8451,17.8592,77.2958,,9.1831,18.3099,72.507,,0.4507,29.9718,43.7183,24.1127,1.7465,,0.4507,11.2113,50.8169,35.6056,1.9155,,0.4507,28.6197,47.7746,21.5211,1.6338,,0.1127,6.1972,36.338,54.1972,3.1549,,0.507,24.5634,46.8732,25.9155,1.9718,0.169,12.0563,52.7887,35.1549,,3.3239,46.8169,49.8592,,29.0704,70.9296,,24.7273,16.0,18.105,18.0634,23.6186,45.7787,,0.169,56953.2085,10,10
2022,Guanajuato,0.3572,15767.3604,24875.1193,31266.8626,37642.8834,44599.6365,51594.742,59688.9661,71646.6366,93023.8464,167741.5164,0.5988,17.6347,43.2934,32.515,5.9581,,19.521,80.0,,0.479,0.1796,12.485,47.5749,34.0419,3.7725,1.9461,,0.0898,2.6647,12.4551,20.8683,63.5329,0.3892,0.988,22.3952,51.2275,17.2455,6.5269,1.6168,6.1377,4.9701,88.8323,0.0599,8.1437,6.8563,85.0,,0.6287,37.1856,39.012,18.024,3.9521,1.1976,0.5689,16.6168,47.4551,30.7186,4.4611,0.1796,1.4371,37.2455,39.4311,15.5988,5.2096,1.0778,0.4491,11.018,22.9641,47.9641,17.6048,,0.2994,24.012,35.0299,25.9281,13.503,1.2275,12.006,33.2635,54.7305,,5.9281,24.2814,69.7904,,17.1257,82.7545,0.1198,23.4256,14.5546,15.558,20.262,15.2672,51.8001,0.7635,1.0778,59784.7569,11,11
2022,Guerrero,0.4072,8624.6954,13827.5515,18504.767,23031.6342,27899.2606,33676.7786,40551.9218,50529.6982,66989.6737,128573.9594,,17.3228,32.3491,32.0866,18.2415,,34.3176,65.4199,0.2625,,,15.9449,42.9134,19.4226,21.7192,,,,0.5906,6.7585,30.4462,62.0079,0.1969,,24.4751,47.9659,15.4856,12.0735,,0.853,3.3465,95.8005,,6.3648,12.2703,81.3648,,,18.1102,46.7192,28.8058,6.3648,,,11.2205,46.9816,35.7612,6.0367,,,26.2467,48.2283,21.3911,4.1339,,,25.0656,45.1444,27.8871,1.9029,,,26.9029,60.3018,11.4829,1.3123,,16.601,40.4856,42.9134,,2.4934,42.2572,55.2493,,13.1234,86.8766,,30.8973,19.1027,32.9209,13.4186,19.2476,55.3431,0.2625,0.1969,41220.994,12,12
2022,Hidalgo,0.3753,12325.7283,20250.8807,26270.2342,31834.8847,37878.027,45165.6716,54043.428,64903.4806,82072.2039,153822.6812,2.9762,17.8571,41.7328,30.8201,6.6138,,33.8624,65.873,0.2646,,2.7778,29.7619,42.328,20.9656,3.9683,0.1984,,2.5132,5.6217,28.7698,20.5688,42.5265,,4.6296,18.3201,45.5026,17.2619,13.955,0.3307,7.8704,7.3413,84.6561,0.1323,14.2196,11.5079,74.2725,,6.9444,38.1614,33.3333,15.0794,4.828,1.6534,2.4471,20.8995,43.0556,29.6958,3.9021,,6.746,40.6085,33.9947,14.8148,3.0423,0.7937,1.1905,18.1878,26.7196,43.5847,10.3175,,4.4312,29.8942,29.3651,23.6772,11.6402,0.9921,15.0794,32.0106,52.9101,,4.7619,33.2011,61.8386,0.1984,35.7804,63.8889,0.3307,24.0631,13.5995,16.9432,21.2219,20.8079,50.5858,0.5102,0.6614,52856.722,13,13
2022,Jalisco,0.3557,18679.3085,29292.7691,37595.8265,45042.9644,52703.126,61868.5341,73384.494,88529.8717,111301.0801,196630.4609,0.7595,18.0833,37.8979,40.4445,2.7812,0.0335,26.7508,71.328,0.201,1.7201,0.86,22.8303,36.2783,33.6312,4.2332,2.1669,0.201,0.8154,5.339,16.676,14.3304,62.2808,0.3574,3.1833,19.58,33.8993,18.262,19.312,5.7634,6.6682,6.2661,86.9429,0.1229,8.8239,6.9809,84.1282,0.067,2.178,34.0333,30.7383,28.1135,3.7083,1.2286,0.7819,18.4184,41.5391,37.6634,1.5972,,2.1222,32.4919,33.1844,27.9683,2.5913,1.6419,0.4468,10.9461,26.5498,54.3282,7.6511,0.0782,1.8765,19.513,29.6325,37.6969,7.4053,3.8758,15.9165,27.5885,56.495,,5.2273,28.672,65.9332,0.1675,31.1069,64.7381,4.155,21.019,18.1085,12.6652,21.9577,17.2284,42.7876,1.0872,2.5187,71502.8435,14,14
2022,Mexico,0.3648,15843.1622,23803.4312,29426.621,35193.447,40783.0257,47422.6487,56182.4317,68093.4572,88039.2875,166398.8207,1.0852,11.7173,51.4592,31.9548,3.7835,,18.2578,76.9468,0.1906,4.6048,0.6159,20.0029,42.1176,29.7551,6.5845,0.9239,0.4839,2.493,11.0867,15.5741,10.852,59.4075,0.1027,2.2877,14.049,36.0903,13.4917,32.7907,1.2905,3.3876,3.5049,93.0635,0.044,6.7605,5.602,87.4615,0.176,2.9037,25.253,46.8397,19.5337,4.4728,0.9972,1.7598,13.0664,53.3803,29.1392,2.6543,,3.8715,31.0163,42.2056,19.2257,2.9916,0.6893,0.7039,9.6348,25.8982,54.7881,8.9163,0.0587,2.1997,23.0092,29.3591,31.3389,13.0371,1.0559,10.5147,22.4373,66.9013,0.1466,4.7074,23.8891,71.0661,0.3373,21.4254,76.2722,2.3024,23.7132,14.2195,13.108,22.5986,14.0941,47.2634,0.6453,0.6269,57118.6333,15,15
2022,Michoacan de ocampo,0.3842,13397.1746,20874.2629,26880.4729,32603.8257,39006.3452,46502.5308,55427.4044,67029.8494,86141.6309,167876.8199,2.1528,14.5139,47.5,31.0417,4.7917,,33.75,66.25,,,1.0417,21.5278,40.4861,22.3611,14.5833,,1.1806,1.0417,7.7778,13.4028,6.5278,70.0694,,3.75,11.6667,34.6528,11.9444,37.4306,0.5556,5.9722,6.1111,87.9167,,9.5833,8.4722,81.9444,,3.75,32.0139,30.1389,26.4583,7.6389,,0.4167,17.9861,52.9167,22.3611,6.3194,,4.1667,35.8333,29.7917,23.2639,6.9444,,2.0139,8.8194,25.9028,47.4306,15.8333,,2.8472,21.8056,24.5139,33.5417,17.2917,,22.1528,28.3333,49.5139,,4.0972,35.3472,60.5556,,32.8472,67.1528,,22.5984,16.1024,12.1644,22.9253,19.2094,52.619,,0.5556,55574.0317,16,16
2022,Morelos,0.3893,14008.9868,21936.2762,27608.4402,32799.6478,38968.8681,46223.6764,55566.1563,67631.9649,88257.0616,176749.3319,2.8729,21.0497,41.1602,30.221,4.6961,,28.895,70.1657,0.1657,0.7735,2.3204,29.3923,41.7127,20.1105,6.4641,,,1.547,14.1989,26.6851,11.8232,45.7459,,1.105,15.2486,54.0331,16.9061,12.7072,,6.7956,8.9503,84.2541,,11.768,7.4586,80.7735,,6.6298,30.5525,36.7956,18.9503,6.9613,0.1105,2.1547,19.558,44.0331,29.8343,4.4199,,5.9669,33.3702,37.1823,17.5691,5.9116,,2.4862,12.9282,32.8729,44.8619,6.8508,,3.5912,22.2652,37.5138,23.9227,12.7072,,18.895,24.6961,56.4088,,8.895,26.3536,64.7514,,28.674,71.326,,23.4438,14.8204,17.9809,19.558,18.8313,46.7818,0.1381,,56975.041,17,17
2022,Nayarit,0.3775,13219.4602,23729.0837,30933.774,37754.6221,45028.6978,53091.0383,63407.4661,76217.1196,98107.5655,180376.5189,2.5779,22.7818,44.1247,27.5779,2.9376,,39.0887,60.4916,,0.4197,3.2374,30.8753,40.048,21.223,4.4365,0.1799,,1.5588,4.3765,25.5995,15.4676,52.9976,,5.0959,21.4628,43.6451,17.7458,10.9712,1.0791,8.9928,8.693,82.1942,0.1199,13.6691,12.5899,73.741,,5.7554,40.8873,28.8969,16.4868,5.9952,1.9784,3.0576,24.2206,45.024,24.6403,3.0576,,4.7962,39.988,34.1727,16.307,3.1775,1.5588,1.3189,19.3046,26.259,48.0815,4.9161,0.1199,4.976,27.518,29.0767,27.8177,8.8129,1.7986,21.223,34.5324,44.1847,0.06,9.7722,43.4652,46.7626,,36.0911,62.7098,1.199,24.6902,12.5225,16.7811,19.9266,23.2522,40.3028,0.8493,0.9992,62186.5346,18,18
2022,Nuevo leon,0.3854,20248.8351,32615.0663,41151.2171,50401.9133,60113.0446,70798.4356,83904.7891,103646.6971,133884.1759,258915.9389,2.5833,26.6759,47.4808,21.915,1.345,,35.8881,55.8604,0.1921,8.0594,2.3484,33.2408,50.9821,10.5572,2.0816,0.7899,0.3096,1.5478,13.6422,32.088,8.2301,43.9155,0.2669,5.807,22.5235,54.0243,11.4646,4.5687,1.6119,13.2899,10.1089,76.4944,0.1067,16.3108,10.9629,72.5662,0.1601,7.0986,41.2788,36.4112,12.0837,2.0068,1.1208,3.117,28.7575,48.5162,18.307,1.2383,0.064,7.152,42.2502,36.9129,10.6106,2.0389,1.0354,1.1315,17.1541,33.0807,42.389,5.9351,0.3096,2.2523,27.0389,37.1157,25.3416,7.3121,0.9394,24.4129,36.2617,39.3254,,11.2084,45.2818,43.4031,0.1067,37.6281,61.6781,0.6939,27.3529,8.6932,17.969,17.1662,25.225,33.0688,0.4744,0.7819,85568.0113,19,19
2022,Oaxaca,0.4186,8437.6491,14021.6404,18653.0318,23052.1518,28145.734,33985.1487,41933.0545,52131.0355,68195.9803,138539.5708,0.3848,19.4063,52.6663,25.6185,1.9241,,33.6449,65.4206,,0.9346,0.7697,33.5899,50.5223,13.304,0.9896,0.8246,0.3299,2.0341,15.2831,26.718,26.2232,28.6421,0.7697,3.1886,24.2991,50.3573,12.3145,8.1363,1.7042,7.7515,9.7856,82.133,0.3299,9.5107,14.2936,75.9758,0.2199,2.9687,37.3282,43.1556,13.7438,1.5943,1.2095,1.5393,20.6157,55.3601,20.8906,1.5943,,2.5289,42.4959,41.5613,10.5553,1.8692,0.9896,0.2199,18.0319,36.4486,41.5613,3.4634,0.2749,1.8692,25.0137,41.2864,26.663,4.0682,1.0995,17.2622,34.6894,48.0484,,7.0368,35.0192,57.9439,,32.7653,67.2347,,26.6676,9.7237,18.1968,18.6435,22.0493,37.3587,0.7147,0.9621,42709.4997,20,20
2022,Puebla,0.3751,12201.9192,19015.524,24369.4506,29209.948,34870.7281,41550.7323,49591.1437,60110.5713,77121.5711,142949.4199,0.7809,20.4869,49.8852,25.9531,2.8939,,31.4653,61.6904,,6.8443,0.9646,28.158,41.8006,26.3206,2.5264,0.2297,,,3.8585,5.65,39.6876,50.8039,,5.0069,33.6702,31.3734,18.0524,11.8052,0.0919,2.0211,6.0175,91.9614,,5.7878,9.83,84.3822,,1.8833,31.7409,47.4966,12.0808,6.6146,0.1837,0.4593,21.7271,51.9522,21.6812,4.1801,,2.113,37.5287,42.2141,11.0703,7.074,,0.3215,13.9642,39.5498,28.0202,18.1442,,0.6431,29.6739,46.8994,6.9821,15.526,0.2756,19.1548,36.8397,44.0055,,7.3955,29.4901,63.1144,,21.0841,78.7781,0.1378,25.689,11.4435,20.4961,17.9835,18.4622,46.9051,0.1837,0.1837,49099.1008,21,21
2022,Queretaro de arteaga,0.3724,17976.0821,29065.3009,36535.8139,44957.5622,53888.4278,64464.8419,77349.1168,93650.497,118837.2296,212619.5864,,12.0132,51.6832,32.8713,3.4323,,33.5974,65.0825,0.198,1.1221,3.6964,34.1914,47.1947,8.9109,1.1881,4.8185,,0.9901,5.4125,33.3333,5.3465,53.7294,1.1881,2.5743,19.934,47.9208,18.4818,7.7228,3.3663,3.7624,3.1683,93.0693,,6.0066,5.9406,88.0528,,1.8482,33.2673,38.7459,17.8878,4.3564,3.8944,,14.7855,53.2013,29.769,2.2442,,2.0462,31.6172,42.0462,18.0858,3.0363,3.1683,,15.9736,31.7492,47.6568,4.6205,,0.6601,24.2904,38.0858,30.363,3.1023,3.4983,17.0957,24.4884,58.1518,0.264,7.9208,56.5677,35.5116,,30.6271,67.1287,2.2442,28.1254,13.9604,18.7591,18.8284,21.0967,41.2706,2.4312,2.6843,74934.4459,22,22
2022,Quintana roo,0.3689,17241.114,28565.8852,36460.3531,44122.208,52171.2033,61229.3356,71906.4002,86655.4008,113512.4776,205325.0259,5.5417,29.5143,46.0772,17.6837,1.1831,,35.5542,62.8269,0.3736,1.2453,5.3549,42.8394,31.3823,19.2403,1.1831,,,1.0585,17.6214,28.8294,7.472,45.0187,,12.7646,32.8767,41.7808,7.9701,4.6077,,17.061,7.2229,75.7161,,26.3387,12.8269,60.8344,,12.8892,43.0884,29.0162,12.9514,2.0548,,7.0361,29.5143,45.7659,16.8742,0.8095,,13.6364,46.6999,26.2142,11.5193,1.9303,,3.3001,24.0971,35.1183,32.8144,4.67,,8.2192,36.5504,29.0162,19.0535,7.1606,,32.3163,20.9838,46.6999,,10.3985,25.8406,63.5741,0.1868,39.2902,60.1494,0.5604,27.9161,8.1258,22.0367,14.0722,23.6469,41.3294,0.3736,,71718.9404,23,23
2022,San luis potosi,0.3927,12720.1055,20383.2269,27335.5524,34370.6355,41849.6052,50221.412,61177.7705,75851.0099,100073.7098,173192.9119,0.2571,22.365,51.7352,25.6427,,,36.054,63.7532,0.1928,,0.6427,20.0514,71.144,8.0977,,0.0643,,0.1928,1.7995,12.018,15.4884,70.3085,0.1928,1.2211,29.1131,48.6504,20.1799,0.4499,0.3856,7.9692,12.3393,79.6915,,9.7044,16.9023,73.3933,,1.671,23.9717,57.8406,16.5167,,,0.2571,21.401,57.9692,20.2442,0.1285,,0.8997,27.635,56.491,14.8458,0.1285,,,14.5887,32.5193,51.928,0.7712,0.1928,0.3856,15.1671,49.9357,33.6761,0.6427,0.1928,17.1594,44.4087,38.4319,,9.3188,44.5373,46.144,,26.4139,73.5861,,26.8745,12.9177,19.3573,16.8943,24.3573,51.6174,0.1285,0.241,59717.594,24,24
2022,Sinaloa,0.3562,17460.2563,28737.0123,36657.0057,43947.5353,52176.6522,61639.3103,72428.2391,87189.2962,110300.7641,191340.9225,0.9777,33.1885,31.0701,33.1885,1.5752,,35.0353,64.9647,,,0.3259,28.6801,50.7876,20.2064,,,,1.2493,4.6171,16.1325,16.2955,61.7056,,0.5432,18.1966,70.3422,10.0489,0.8691,,6.7355,11.0809,82.1836,,7.9305,6.2466,85.8229,,4.7257,28.8973,48.0174,16.2955,2.0641,,2.2271,27.7567,40.8474,28.0282,1.1407,,4.5084,26.9419,54.2097,13.9598,0.3802,,1.1407,21.51,30.7442,39.9783,6.6268,,2.1727,21.2385,53.7208,19.6632,3.2048,,28.5171,28.0826,43.4003,,17.3819,39.7067,42.9115,,45.736,54.264,,25.2806,12.079,20.4978,14.1024,23.5574,51.3217,,,70187.6994,25,25
2022,Sonora,0.3857,16990.7442,28234.2278,36299.7518,44008.1368,52183.1872,62207.7281,74938.914,91852.4547,119624.793,222891.5796,1.1042,34.3685,44.0994,19.3927,1.0352,,40.7867,59.2133,,,2.2774,38.7164,46.3768,11.8703,0.7591,,,0.4831,6.1422,27.3982,12.5604,53.4161,,5.245,35.0587,44.5825,13.0435,2.0704,,24.2236,8.9027,66.8737,,32.9193,10.9731,56.1077,,3.7957,56.8668,27.5362,11.3182,0.4831,,0.8282,31.677,53.8302,13.2505,0.4141,,3.5887,57.902,28.2954,9.8689,0.3451,,1.1042,25.1208,35.3347,32.1601,6.2802,,1.8634,37.4051,35.4037,20.4279,4.8999,,34.5066,35.1277,30.3658,,20.0828,44.1684,35.7488,,41.0628,58.9372,,28.6577,7.0135,20.7039,14.8551,29.2403,37.6812,,,74923.1517,26,26
2022,Tabasco,0.392,12733.3249,19309.8399,24316.4991,29356.0837,34900.1325,41439.6465,50315.9022,63542.8017,86870.1467,154701.2307,2.5051,21.1239,47.3257,27.8944,1.151,,27.5559,68.9912,,3.4529,1.828,30.4672,47.258,19.2282,0.8125,0.4062,0.3385,1.151,11.916,34.9357,10.4265,41.2322,,2.9113,34.868,44.2789,12.4577,5.281,0.2031,7.7183,4.807,87.4746,,20.8531,9.6818,69.4651,,6.7705,31.8213,40.7583,16.6554,3.2498,0.7448,2.979,24.5091,44.956,26.608,0.9479,,7.2444,37.5085,37.1022,15.6398,2.3697,0.1354,0.4062,26.9465,30.0609,40.4198,2.1666,,5.0102,32.9045,32.2275,23.5613,6.2288,0.0677,20.9208,30.8734,48.2058,,9.8849,27.9621,62.153,,34.5972,64.9966,0.4062,25.3837,11.8145,18.585,16.9347,21.1083,44.4144,0.4232,0.1354,51748.5608,27,27
2022,Tamaulipas,0.3748,14323.3535,24180.3534,31016.1833,38083.4272,45564.0496,54996.2748,65526.3263,78878.3141,100736.4808,180420.4261,0.5205,12.8822,33.5068,49.9675,3.123,,20.9499,78.2694,,0.7807,0.4554,33.2466,32.4008,32.4658,1.4314,,,2.9928,10.7352,37.7358,16.7209,31.8152,,0.5856,26.5452,31.9453,36.9551,3.9037,0.0651,0.5856,6.5712,92.8432,,1.8868,7.2219,90.8913,,1.6916,37.866,44.5673,14.4437,1.4314,,0.7807,14.9642,36.4997,46.2589,1.4964,,1.4964,41.8998,38.907,17.5667,0.1301,,0.5205,13.2075,23.6825,57.5146,5.0748,,2.147,31.8152,34.0924,26.0898,5.8556,,11.4509,37.1503,51.3988,,3.2531,27.326,69.4209,,18.4776,81.5224,,22.1319,16.8022,16.2063,23.7313,15.4597,51.0166,,0.0651,63372.5189,28,28
2022,Tlaxcala,0.3369,13666.8,20532.902,25449.6894,29983.4178,34822.3576,40409.895,46788.8018,55868.5036,70179.6725,122957.9274,0.7038,19.9616,45.1695,28.023,6.142,,31.7978,67.2425,,0.9597,,26.2956,45.1695,21.817,1.6635,5.0544,,3.199,15.4191,30.3903,9.2131,40.2431,1.5355,3.5189,27.8311,46.6411,11.0685,8.3813,2.5592,4.0307,9.9808,84.9008,1.0877,12.7959,17.5304,68.0742,1.5995,3.199,31.9258,30.8381,20.6654,4.2866,9.0851,1.0237,22.7767,54.3186,17.7863,4.0947,,3.007,35.6366,35.2527,14.9072,3.8388,7.3576,1.0877,22.5208,25.5918,43.1222,7.3576,0.3199,2.8791,29.3666,26.5515,24.8241,7.1657,9.2131,10.5566,37.7479,51.6315,0.064,5.2463,31.158,63.2758,0.3199,16.7626,77.6711,5.5662,23.6511,12.468,18.6006,17.6903,20.756,41.1957,3.7668,3.4069,46065.9967,29,29
2022,Veracruz de ignacio de la llave,0.3936,10013.8724,16677.8594,21091.5094,25718.061,30291.4461,35501.6797,42791.7313,53487.5531,70300.0262,136119.9163,0.4186,23.6525,47.4097,26.3213,2.1978,,33.4903,66.3527,,0.157,0.2616,29.6703,53.2182,14.495,2.1978,0.157,0.157,0.471,4.0293,22.3967,23.4956,49.4505,,5.9131,27.1586,48.8226,13.5008,4.3956,0.2093,2.5118,8.7389,88.7493,,7.3783,20.9314,71.6902,,3.6107,39.4035,36.9963,17.3731,2.1455,0.471,0.157,22.763,52.0147,23.1293,1.9362,,2.7211,41.235,38.7755,14.9137,2.1978,0.157,0.3663,13.6578,37.6766,40.764,7.5353,,0.7326,33.2287,30.7692,29.0424,5.9655,0.2616,14.966,35.4265,49.3982,0.2093,4.6049,34.0659,61.3291,,26.1643,73.6264,0.2093,25.7631,11.2768,16.9152,18.387,20.8791,44.5382,0.2407,0.2355,44199.3655,30,30
2022,Yucatan,0.3902,14271.2211,22764.3768,29598.7479,36145.9118,43012.1028,50238.9273,59867.9691,72949.5534,96611.1701,188902.2488,0.8609,27.6159,45.6291,24.702,1.1921,,38.543,59.0066,0.9934,1.457,3.1788,24.1722,51.6556,14.3709,1.3907,5.2318,,0.1325,2.5828,13.9073,7.0199,75.4967,0.8609,8.0132,35.6954,36.4901,8.4768,5.6954,5.6291,10.1325,9.0728,80.596,0.1987,10.8609,9.2053,79.0066,0.9272,7.4834,43.3775,33.8411,9.6026,1.3245,4.3709,0.7285,29.404,46.6225,22.7152,0.5298,,4.0397,40.8609,40.8609,10.5298,1.2583,2.4503,1.6556,22.1854,34.3709,36.1589,5.6291,,3.4437,38.6755,29.8013,21.2583,3.5099,3.3113,30.3974,20.8609,48.7417,,6.9536,22.5166,70.1987,0.3311,34.2384,59.2053,6.5563,26.777,8.9818,19.3679,12.707,20.9068,37.3216,2.6325,3.2671,61436.2229,31,31
2022,Zacatecas,0.3889,11447.1493,18603.654,23825.8347,28878.1593,34630.1694,41940.5607,49071.6154,60313.0812,79339.3979,150837.5161,3.9151,18.3809,49.8341,25.8792,1.858,0.1327,37.0272,59.9867,0.6636,2.3225,5.7067,28.4672,41.8713,17.7837,4.5123,1.6589,0.1327,2.4552,10.8162,31.1214,16.1248,36.9608,2.3889,7.0338,19.7744,40.2123,15.9257,13.3378,3.716,13.7359,6.1048,80.1593,,21.3006,6.503,71.3338,0.8626,10.8825,28.6662,28.9317,19.509,5.0431,6.9675,3.716,21.4997,51.493,21.4997,1.3271,0.4645,12.6078,32.6476,30.1261,14.2004,4.3132,6.1048,2.1234,16.8547,30.0597,43.5302,6.3703,1.0617,5.7731,27.8036,26.3437,27.6709,8.9582,3.4506,19.1772,29.2634,51.5594,,9.7545,32.6476,57.1334,0.4645,39.6151,55.4745,4.9104,24.3917,11.7037,15.7819,20.3799,22.398,36.6438,2.47,2.6543,49888.7138,32,32
